prev_id	curr_id	n	prev_title	curr_title	type
7577577	2448083	47	List_of_best-selling_singles	(Everything_I_Do)_I_Do_It_for_You	link
3023138	2448083	12	Anthology_(Bryan_Adams_album)	(Everything_I_Do)_I_Do_It_for_You	link
160801	2448083	19	1991_in_music	(Everything_I_Do)_I_Do_It_for_You	link
6171783	2448083	11	Brandy_discography	(Everything_I_Do)_I_Do_It_for_You	link
2319321	2448083	12	64th_Academy_Awards	(Everything_I_Do)_I_Do_It_for_You	link
24344163	2448083	73	Billboard_Year-End_Hot_100_singles_of_1991	(Everything_I_Do)_I_Do_It_for_You	link
19406820	2448083	20	Billboard_Hot_100_50th_Anniversary_Charts	(Everything_I_Do)_I_Do_It_for_You	link
3349146	2448083	33	UK_Singles_Chart	(Everything_I_Do)_I_Do_It_for_You	link
698650	2448083	27	Suicide_Is_Painless	(Everything_I_Do)_I_Do_It_for_You	link
""	2448083	129	other-bing	(Everything_I_Do)_I_Do_It_for_You	other
3844601	2448083	43	Love_Is_All_Around	(Everything_I_Do)_I_Do_It_for_You	link
218796	2448083	78	"Robert_John_\"Mutt\"_Lange"	(Everything_I_Do)_I_Do_It_for_You	link
20046666	2448083	25	Ocean's_Three_and_a_Half	(Everything_I_Do)_I_Do_It_for_You	link
923235	2448083	178	My_Heart_Will_Go_On	(Everything_I_Do)_I_Do_It_for_You	link
43403247	2448083	38	Never_Say_Never_(Brandy_album)	(Everything_I_Do)_I_Do_It_for_You	link
15580374	2448083	54	Main_Page	(Everything_I_Do)_I_Do_It_for_You	other
""	2448083	96	other-other	(Everything_I_Do)_I_Do_It_for_You	other
""	2448083	91	other-yahoo	(Everything_I_Do)_I_Do_It_for_You	other
24128375	2448083	41	Academy_Award_for_Best_Original_Song	(Everything_I_Do)_I_Do_It_for_You	link
192892	2448083	692	Bryan_Adams	(Everything_I_Do)_I_Do_It_for_You	link
7954289	2448083	233	Bryan_Adams_discography	(Everything_I_Do)_I_Do_It_for_You	link
12379223	2448083	15	Asian_Idol	(Everything_I_Do)_I_Do_It_for_You	link
1815726	2448083	22	I_Will_Always_Love_You	(Everything_I_Do)_I_Do_It_for_You	link
1148587	2448083	29	List_of_UK_Singles_Chart_number_ones_of_the_1990s	(Everything_I_Do)_I_Do_It_for_You	link
18825513	2448083	91	List_of_awards_and_nominations_received_by_Bryan_Adams	(Everything_I_Do)_I_Do_It_for_You	link
36002226	2448083	10	The_Voice_(U.S._season_3)	(Everything_I_Do)_I_Do_It_for_You	other
3304984	2448083	37	U_Don't_Know_Me_(Like_U_Used_To)	(Everything_I_Do)_I_Do_It_for_You	link
2229247	2448083	28	Summer_of_'69	(Everything_I_Do)_I_Do_It_for_You	link
""	2448083	517	other-empty	(Everything_I_Do)_I_Do_It_for_You	other
362738	2448083	186	Waking_Up_the_Neighbours	(Everything_I_Do)_I_Do_It_for_You	link
5470226	2448083	13	Unbelievable_(EMF_song)	(Everything_I_Do)_I_Do_It_for_You	link
1477679	2448083	24	UK_Singles_Chart_records_and_statistics	(Everything_I_Do)_I_Do_It_for_You	link
2007331	2448083	26	The_Best_of_Me_(Bryan_Adams_album)	(Everything_I_Do)_I_Do_It_for_You	link
968568	2448083	13	Right_Said_Fred	(Everything_I_Do)_I_Do_It_for_You	link
1655849	2448083	41	So_Far_So_Good_(Bryan_Adams_album)	(Everything_I_Do)_I_Do_It_for_You	link
261402	2448083	340	Robin_Hood:_Prince_of_Thieves	(Everything_I_Do)_I_Do_It_for_You	link
8297856	2448083	24	Please_Forgive_Me	(Everything_I_Do)_I_Do_It_for_You	link
35476451	2448083	15	Ramin_(album)	(Everything_I_Do)_I_Do_It_for_You	other
""	2448083	16	other-twitter	(Everything_I_Do)_I_Do_It_for_You	other
""	2448083	277	other-wikipedia	(Everything_I_Do)_I_Do_It_for_You	other
""	2448083	3685	other-google	(Everything_I_Do)_I_Do_It_for_You	other
38091005	""	16	Mark_A._Milley	(FORSCOM)	redlink
24787325	10614145	14	Throw_the_Warped_Wheel_Out	(Feels_Like)_Heaven	link
""	10614145	13	other-bing	(Feels_Like)_Heaven	other
4092921	10614145	10	Now_That's_What_I_Call_Music_II_(UK_series)	(Feels_Like)_Heaven	link
""	10614145	485	other-google	(Feels_Like)_Heaven	other
""	10614145	34	other-wikipedia	(Feels_Like)_Heaven	other
34095889	10614145	23	Renditions_(album)	(Feels_Like)_Heaven	link
""	10614145	45	other-empty	(Feels_Like)_Heaven	other
42890762	10614145	84	Feels_Like_Heaven	(Feels_Like)_Heaven	link
5698549	10614145	141	Fiction_Factory	(Feels_Like)_Heaven	link
""	9926698	81	other-google	(For_God's_Sake)_Give_More_Power_to_the_People	other
25542237	9926698	36	I_Like_Your_Lovin'_(Do_You_Like_Mine?)	(For_God's_Sake)_Give_More_Power_to_the_People	link
18953013	9926698	10	1971_in_music	(For_God's_Sake)_Give_More_Power_to_the_People	link
25548685	9926698	15	A_Lonely_Man	(For_God's_Sake)_Give_More_Power_to_the_People	link
6384765	9926698	93	Have_You_Seen_Her	(For_God's_Sake)_Give_More_Power_to_the_People	link
26590083	9926698	10	The_Chi-Lites	(For_God's_Sake)_Give_More_Power_to_the_People	link
33608078	9926698	144	The_Chi-Lites_discography	(For_God's_Sake)_Give_More_Power_to_the_People	link
36071289	9926698	12	The_Soul_Sessions_Vol._2	(For_God's_Sake)_Give_More_Power_to_the_People	link
10046923	19550137	56	If_You_Leave	(Forever)_Live_and_Die	link
""	19550137	124	other-google	(Forever)_Live_and_Die	other
""	19550137	25	other-wikipedia	(Forever)_Live_and_Die	other
7979428	19550137	63	The_Pacific_Age	(Forever)_Live_and_Die	link
7980033	19550137	16	The_Best_of_OMD	(Forever)_Live_and_Die	link
""	19550137	15	other-empty	(Forever)_Live_and_Die	other
2869041	19550137	17	Paul_Humphreys	(Forever)_Live_and_Die	link
19134942	19550137	47	Orchestral_Manoeuvres_in_the_Dark_discography	(Forever)_Live_and_Die	link
171507	19550137	18	Orchestral_Manoeuvres_in_the_Dark	(Forever)_Live_and_Die	link
971325	33121127	17	Adina_Howard	(Freak)_And_U_Know_It	link
2352154	41584482	18	Donny_Deutsch	(Get_to)_The_Point	link
824423	3029218	20	Phantom_Rider	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	link
1107194	3029218	77	Outlaws_(band)	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	other
7946185	3029218	81	Stan_Jones_(songwriter)	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	link
194036	3029218	42	Spike_Jones	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	other
32262325	3029218	11	String_of_Hits	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	link
29141133	3029218	43	The_Ramrods_(instrumental_group)	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	other
75482	3029218	32	Wild_Hunt	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	link
1192436	3029218	18	Western_music_(North_America)	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	link
529813	3029218	98	Vaughn_Monroe	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	link
35865610	3029218	14	Another_Smash!!!	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	link
158061	3029218	32	Burl_Ives	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	link
161107	3029218	13	1949_in_music	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	link
1852619	3029218	12	List_of_1960s_one-hit_wonders_in_the_United_States	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	other
36533187	3029218	13	Green,_Green_Grass_of_Home_(album)	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	link
176742	3029218	14	Gene_Autry	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	link
5279390	3029218	15	King_of_the_Surf_Guitar	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	other
5988948	3029218	66	List_of_Billboard_number-one_singles_of_1949	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	other
9831946	3029218	21	Johnny_Remember_Me	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	other
58576	3029218	11	Lawrence_Welk	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	link
1730307	3029218	75	List_of_Super_Bowl_halftime_shows	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	other
34546270	3029218	34	List_of_Billboard_number-one_singles_of_the_1940s	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	link
""	3029218	385	other-wikipedia	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	other
""	3029218	521	other-empty	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	other
""	3029218	4220	other-google	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	other
546201	3029218	13	Spiderbait	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	other
6081559	3029218	50	Silver_(Johnny_Cash_album)	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	link
3127860	3029218	17	The_Essential_Johnny_Cash_(2002_album)	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	link
19288493	3029218	29	The_Shadows_discography	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	link
4998407	3029218	16	VH1_Storytellers:_Johnny_Cash_&_Willie_Nelson	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	link
4558294	3029218	36	The_Blues_Brothers_(film)	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	link
1834314	3029218	15	The_Shadows	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	link
""	3029218	244	other-bing	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	other
""	3029218	317	other-other	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	other
2388782	3029218	199	Riders_on_the_Storm	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	link
22306452	3029218	118	Riders_in_the_Sky	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	link
15580374	3029218	86	Main_Page	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	other
""	3029218	241	other-yahoo	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	other
5564293	3029218	50	Ghost_Rider	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	link
2246413	3029218	44	Ghost_Rider_(2007_film)	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	link
1107071	3029218	93	Ghost_Riders_(album)	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	link
36349195	3029218	72	Johnny_Cash_singles_discography	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	link
12243481	3029218	19	16_Biggest_Hits_(Johnny_Cash_album)	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	link
8655971	3029218	45	Blues_Brothers_2000_(soundtrack)	(Ghost)_Riders_in_the_Sky:_A_Cowboy_Legend	other
488915	""	20	Baron_Dulverton	(Gilbert)_Michael_Hamilton_Wills,_3rd_Baron_Dulverton	redlink
16326921	13336811	28	Billboard_Year-End_Hot_100_singles_of_1999	(God_Must_Have_Spent)_A_Little_More_Time_on_You	link
2804693	13336811	17	Greatest_Hits_(NSYNC_album)	(God_Must_Have_Spent)_A_Little_More_Time_on_You	link
9173948	13336811	201	Alabama_discography	(God_Must_Have_Spent)_A_Little_More_Time_on_You	link
15216506	13336811	17	Twentieth_Century_(Alabama_album)	(God_Must_Have_Spent)_A_Little_More_Time_on_You	link
1271391	13336811	78	NSYNC_(album)	(God_Must_Have_Spent)_A_Little_More_Time_on_You	link
""	13336811	46	other-empty	(God_Must_Have_Spent)_A_Little_More_Time_on_You	other
""	13336811	17	other-wikipedia	(God_Must_Have_Spent)_A_Little_More_Time_on_You	other
""	13336811	276	other-google	(God_Must_Have_Spent)_A_Little_More_Time_on_You	other
23535509	13336811	56	NSYNC	(God_Must_Have_Spent)_A_Little_More_Time_on_You	link
5830217	13336811	63	NSYNC_discography	(God_Must_Have_Spent)_A_Little_More_Time_on_You	link
4403780	20862274	13	The_Great_Impostor	(He's)_The_Great_Imposter	link
261866	20862274	19	41_Original_Hits_from_the_Soundtrack_of_American_Graffiti	(He's)_The_Great_Imposter	link
""	20862274	23	other-google	(He's)_The_Great_Imposter	other
1256332	20862274	14	The_Fleetwoods	(He's)_The_Great_Imposter	link
2760058	30104707	11	Petworth,_Washington,_D.C.	(Here_I_Stand)_In_the_Spirit_of_Paul_Robeson	link
""	30104707	11	other-google	(Here_I_Stand)_In_the_Spirit_of_Paul_Robeson	other
""	12744958	199	other-google	(Hey_You)_The_Rock_Steady_Crew	other
""	12744958	10	other-wikipedia	(Hey_You)_The_Rock_Steady_Crew	other
20903399	12744958	148	Rock_Steady_Crew	(Hey_You)_The_Rock_Steady_Crew	link
4073583	12744958	17	Now_That's_What_I_Call_Music_(original_UK_album)	(Hey_You)_The_Rock_Steady_Crew	link
""	12744958	19	other-empty	(Hey_You)_The_Rock_Steady_Crew	other
""	38351354	16	other-wikipedia	(Histone-H3)-lysine-36_demethylase	other
25762536	38351354	39	Histone_demethylase	(Histone-H3)-lysine-36_demethylase	link
12050395	24233487	11	Move_Over	(How_Does_It_Feel_to_Be)_On_Top_of_the_World?	link
3450034	24233487	24	Spice_Girls_discography	(How_Does_It_Feel_to_Be)_On_Top_of_the_World?	link
""	24233487	13	other-wikipedia	(How_Does_It_Feel_to_Be)_On_Top_of_the_World?	other
""	24233487	48	other-google	(How_Does_It_Feel_to_Be)_On_Top_of_the_World?	other
""	1953961	131	other-empty	(How_Much_Is)_That_Doggie_in_the_Window?	other
""	1953961	1040	other-google	(How_Much_Is)_That_Doggie_in_the_Window?	other
""	1953961	46	other-wikipedia	(How_Much_Is)_That_Doggie_in_the_Window?	other
69179	1953961	14	Lemmings_(video_game)	(How_Much_Is)_That_Doggie_in_the_Window?	link
5987760	1953961	26	List_of_Billboard_number-one_singles_of_1953	(How_Much_Is)_That_Doggie_in_the_Window?	link
30693515	1953961	11	Billboard_year-end_top_30_singles_of_1953	(How_Much_Is)_That_Doggie_in_the_Window?	link
5751324	1953961	11	Carnival_of_Venice_(song)	(How_Much_Is)_That_Doggie_in_the_Window?	link
51788	1953961	21	Bubblegum_pop	(How_Much_Is)_That_Doggie_in_the_Window?	link
18949347	1953961	18	Ankh-Morpork	(How_Much_Is)_That_Doggie_in_the_Window?	link
8208676	1953961	21	Lita_Roza	(How_Much_Is)_That_Doggie_in_the_Window?	link
""	1953961	81	other-bing	(How_Much_Is)_That_Doggie_in_the_Window?	other
896237	1953961	14	The_Wrong_Trousers	(How_Much_Is)_That_Doggie_in_the_Window?	link
288469	1953961	45	Novelty_song	(How_Much_Is)_That_Doggie_in_the_Window?	link
320527	1953961	10	Pink_Flamingos	(How_Much_Is)_That_Doggie_in_the_Window?	other
15580374	1953961	29	Main_Page	(How_Much_Is)_That_Doggie_in_the_Window?	other
""	1953961	66	other-other	(How_Much_Is)_That_Doggie_in_the_Window?	other
354525	1953961	61	Patti_Page	(How_Much_Is)_That_Doggie_in_the_Window?	link
18454744	1953961	15	Patti_Page_discography	(How_Much_Is)_That_Doggie_in_the_Window?	other
""	1953961	70	other-yahoo	(How_Much_Is)_That_Doggie_in_the_Window?	other
22843483	25511393	13	A_Legend_in_My_Time	(I'd_Be)_A_Legend_in_My_Time	link
""	25511393	47	other-google	(I'd_Be)_A_Legend_in_My_Time	other
4282951	25511393	12	American_V:_A_Hundred_Highways	(I'd_Be)_A_Legend_in_My_Time	link
25527306	25511393	10	Please_Don't_Tell_Me_How_the_Story_Ends	(I'd_Be)_A_Legend_in_My_Time	link
17681344	25511393	10	Ronnie_Milsap_discography	(I'd_Be)_A_Legend_in_My_Time	link
5939075	10909491	14	Mary_Magdalene_(disambiguation)	(I'll_Never_Be)_Maria_Magdalena	link
5634499	10909491	76	Maria_Magdalena_(song)	(I'll_Never_Be)_Maria_Magdalena	link
""	10909491	177	other-empty	(I'll_Never_Be)_Maria_Magdalena	other
""	10909491	96	other-wikipedia	(I'll_Never_Be)_Maria_Magdalena	other
""	10909491	732	other-google	(I'll_Never_Be)_Maria_Magdalena	other
15284087	10909491	29	In_the_Heat_of_the_Night_(Sandra_song)	(I'll_Never_Be)_Maria_Magdalena	link
22651985	10909491	25	18_Greatest_Hits_(Sandra_album)	(I'll_Never_Be)_Maria_Magdalena	link
""	10909491	25	other-other	(I'll_Never_Be)_Maria_Magdalena	other
""	10909491	15	other-bing	(I'll_Never_Be)_Maria_Magdalena	other
15501887	10909491	73	The_Long_Play	(I'll_Never_Be)_Maria_Magdalena	link
866982	10909491	203	Sandra_(singer)	(I'll_Never_Be)_Maria_Magdalena	link
34456258	10909491	85	Maria_Magdalena	(I'll_Never_Be)_Maria_Magdalena	link
17071361	10909491	71	Sandra_discography	(I'll_Never_Be)_Maria_Magdalena	link
""	3909128	17	other-wikipedia	(I'm)_Stranded	other
""	3909128	151	other-google	(I'm)_Stranded	other
31564444	3909128	46	The_Saints_discography	(I'm)_Stranded	link
176911	3909128	259	The_Saints_(Australian_band)	(I'm)_Stranded	link
""	3909128	31	other-empty	(I'm)_Stranded	other
6924356	3909128	24	One_Two_Three_Four	(I'm)_Stranded	link
""	3909128	55	other-other	(I'm)_Stranded	other
29444341	3909128	22	100_Best_Australian_Albums	(I'm)_Stranded	link
8256654	3909128	18	(I'm)_Stranded_(song)	(I'm)_Stranded	link
""	25559890	31	other-google	(I'm_A)_Stand_by_My_Woman_Man	other
502856	25559890	14	Ronnie_Milsap	(I'm_A)_Stand_by_My_Woman_Man	link
15660194	2332802	42	Blondie_discography	(I'm_Always_Touched_by_Your)_Presence,_Dear	link
12956281	2332802	11	Greatest_Hits_(Blondie_album)	(I'm_Always_Touched_by_Your)_Presence,_Dear	link
2332652	2332802	86	Plastic_Letters	(I'm_Always_Touched_by_Your)_Presence,_Dear	link
""	2332802	61	other-google	(I'm_Always_Touched_by_Your)_Presence,_Dear	other
""	2332802	12	other-wikipedia	(I'm_Always_Touched_by_Your)_Presence,_Dear	other
2332716	2332802	27	Denis_(song)	(I'm_Always_Touched_by_Your)_Presence,_Dear	link
1057197	2332802	14	Medusa_(Annie_Lennox_album)	(I'm_Always_Touched_by_Your)_Presence,_Dear	link
18406258	25060832	15	Fancy_Free_(The_Oak_Ridge_Boys_album)	(I'm_Settin')_Fancy_Free	link
4830619	25060832	11	Elvira_(song)	(I'm_Settin')_Fancy_Free	link
""	25060832	14	other-google	(I'm_Settin')_Fancy_Free	other
""	31962706	92	other-google	(I'm_a)_Road_Runner	other
""	31962706	20	other-wikipedia	(I'm_a)_Road_Runner	other
17763521	31962706	12	Roll_with_It_(Steve_Winwood_song)	(I'm_a)_Road_Runner	other
3550447	31962706	39	Penguin_(album)	(I'm_a)_Road_Runner	link
43178728	31962706	39	Junior_Walker	(I'm_a)_Road_Runner	link
13820816	31962706	13	Road_Runner_(Bo_Diddley_song)	(I'm_a)_Road_Runner	link
51759	31962706	21	Roadrunner_(disambiguation)	(I'm_a)_Road_Runner	link
171433	31962706	11	Road_Runner_(album)	(I'm_a)_Road_Runner	link
""	31962706	14	other-empty	(I'm_a)_Road_Runner	other
""	8716064	25	other-empty	(I've_Been)_Searchin'_So_Long	other
""	8716064	12	other-yahoo	(I've_Been)_Searchin'_So_Long	other
""	8716064	135	other-google	(I've_Been)_Searchin'_So_Long	other
""	8716064	22	other-wikipedia	(I've_Been)_Searchin'_So_Long	other
8712662	8716064	33	Just_You_'n'_Me	(I've_Been)_Searchin'_So_Long	link
11999692	8716064	42	Chicago_discography	(I've_Been)_Searchin'_So_Long	link
1112652	8716064	25	Chicago_IX:_Chicago's_Greatest_Hits	(I've_Been)_Searchin'_So_Long	link
""	8716064	15	other-other	(I've_Been)_Searchin'_So_Long	other
""	8716064	10	other-bing	(I've_Been)_Searchin'_So_Long	other
1112265	8716064	59	Chicago_VII	(I've_Been)_Searchin'_So_Long	link
8724828	8716064	15	Call_on_Me_(Chicago_song)	(I've_Been)_Searchin'_So_Long	link
""	11313385	14	other-google	(I've_Got)_Beginner's_Luck	other
34546270	17510258	21	List_of_Billboard_number-one_singles_of_the_1940s	(I've_Got_a_Gal_In)_Kalamazoo	link
7164902	17510258	10	Kalamazoo_(disambiguation)	(I've_Got_a_Gal_In)_Kalamazoo	link
""	17510258	10	other-yahoo	(I've_Got_a_Gal_In)_Kalamazoo	other
""	17510258	40	other-empty	(I've_Got_a_Gal_In)_Kalamazoo	other
""	17510258	294	other-google	(I've_Got_a_Gal_In)_Kalamazoo	other
""	17510258	42	other-wikipedia	(I've_Got_a_Gal_In)_Kalamazoo	other
""	17510258	17	other-bing	(I've_Got_a_Gal_In)_Kalamazoo	other
64610	17510258	64	Glenn_Miller	(I've_Got_a_Gal_In)_Kalamazoo	link
54353	17510258	16	Kalamazoo,_Michigan	(I've_Got_a_Gal_In)_Kalamazoo	link
586856	17510258	12	Glenn_Miller_Orchestra	(I've_Got_a_Gal_In)_Kalamazoo	link
5990740	17510258	20	List_of_Billboard_number-one_singles_of_1942	(I've_Got_a_Gal_In)_Kalamazoo	other
""	5483427	179	other-yahoo	(I've_Had)_The_Time_of_My_Life	other
24594884	5483427	22	Joe_McElderry	(I've_Had)_The_Time_of_My_Life	link
6073654	5483427	46	Hungry_Eyes	(I've_Had)_The_Time_of_My_Life	link
100487	5483427	156	Jennifer_Warnes	(I've_Had)_The_Time_of_My_Life	link
2319409	5483427	10	60th_Academy_Awards	(I've_Had)_The_Time_of_My_Life	link
2765993	5483427	264	Bill_Medley	(I've_Had)_The_Time_of_My_Life	link
1852624	5483427	19	List_of_1980s_one-hit_wonders_in_the_United_States	(I've_Had)_The_Time_of_My_Life	link
615893	5483427	37	List_of_Billboard_Hot_100_number-one_singles_of_1987	(I've_Had)_The_Time_of_My_Life	link
36040580	5483427	49	Just_Dance_4	(I've_Had)_The_Time_of_My_Life	link
34546512	5483427	11	List_of_Billboard_Hot_100_number-one_singles_of_the_1980s	(I've_Had)_The_Time_of_My_Life	link
5482985	5483427	14	Heaven_Is_a_Place_on_Earth	(I've_Had)_The_Time_of_My_Life	link
2046176	5483427	33	AFI's_100_Years...100_Songs	(I've_Had)_The_Time_of_My_Life	link
28362171	5483427	20	Billboard_Year-End_Hot_100_singles_of_1987	(I've_Had)_The_Time_of_My_Life	link
680361	5483427	875	Dirty_Dancing	(I've_Had)_The_Time_of_My_Life	link
8187456	5483427	413	Dirty_Dancing_(soundtrack)	(I've_Had)_The_Time_of_My_Life	link
24128375	5483427	169	Academy_Award_for_Best_Original_Song	(I've_Had)_The_Time_of_My_Life	link
28725695	5483427	20	List_of_songs_in_Glee_(season_2)	(I've_Had)_The_Time_of_My_Life	link
29286839	5483427	109	The_Time_(Dirty_Bit)	(I've_Had)_The_Time_of_My_Life	link
""	5483427	236	other-bing	(I've_Had)_The_Time_of_My_Life	other
29555091	5483427	14	Special_Education_(Glee)	(I've_Had)_The_Time_of_My_Life	link
6817963	5483427	225	The_Time_of_My_Life	(I've_Had)_The_Time_of_My_Life	link
15580374	5483427	44	Main_Page	(I've_Had)_The_Time_of_My_Life	other
10802490	5483427	11	Mony_Mony	(I've_Had)_The_Time_of_My_Life	link
""	5483427	121	other-other	(I've_Had)_The_Time_of_My_Life	other
""	5483427	325	other-empty	(I've_Had)_The_Time_of_My_Life	other
512449	5483427	31	Maroon_5	(I've_Had)_The_Time_of_My_Life	link
26127	5483427	94	The_Righteous_Brothers	(I've_Had)_The_Time_of_My_Life	link
""	5483427	257	other-wikipedia	(I've_Had)_The_Time_of_My_Life	other
""	5483427	4385	other-google	(I've_Had)_The_Time_of_My_Life	other
""	2404959	28	other-wikipedia	(I've_Just_Begun)_Having_My_Fun	other
""	2404959	98	other-google	(I've_Just_Begun)_Having_My_Fun	other
2177376	2404959	78	Britney_Spears_discography	(I've_Just_Begun)_Having_My_Fun	link
976519	2404959	119	Greatest_Hits:_My_Prerogative	(I've_Just_Begun)_Having_My_Fun	link
""	2404959	20	other-empty	(I've_Just_Begun)_Having_My_Fun	other
1717758	2404959	366	Outrageous_(song)	(I've_Just_Begun)_Having_My_Fun	link
1966074	2404959	53	My_Prerogative	(I've_Just_Begun)_Having_My_Fun	link
15580374	34594273	13	Main_Page	(ISC)²	other
2638729	34594273	16	SSCP	(ISC)²	link
22212901	34594273	15	Occupational_licensing	(ISC)²	link
""	34594273	35	other-bing	(ISC)²	other
""	34594273	72	other-other	(ISC)²	other
""	34594273	77	other-wikipedia	(ISC)²	other
""	34594273	797	other-google	(ISC)²	other
""	34594273	21	other-yahoo	(ISC)²	other
""	34594273	146	other-empty	(ISC)²	other
22627061	34594273	96	Offensive_Security_Certified_Professional	(ISC)²	link
1999938	34594273	19	Certified_Information_Security_Manager	(ISC)²	link
16260775	34594273	11	Cyberethics	(ISC)²	link
520293	34594273	298	Certified_Information_Systems_Security_Professional	(ISC)²	link
""	41919627	92	other-google	(I_Can't)_Forget_About_You	other
""	41919627	14	other-wikipedia	(I_Can't)_Forget_About_You	other
44937516	41919627	12	Live_in_London_(R5_EP)	(I_Can't)_Forget_About_You	link
40839063	41919627	30	R5_discography	(I_Can't)_Forget_About_You	link
40839109	41919627	51	Pass_Me_By_(R5_song)	(I_Can't)_Forget_About_You	link
42526987	41919627	10	2014_Radio_Disney_Music_Awards	(I_Can't)_Forget_About_You	link
33947707	41919627	15	Ross_Lynch	(I_Can't)_Forget_About_You	link
35749376	41919627	37	R5_(band)	(I_Can't)_Forget_About_You	link
44961247	41919627	50	One_Last_Dance_(R5_song)	(I_Can't)_Forget_About_You	link
40334709	41919627	61	Louder_(R5_album)	(I_Can't)_Forget_About_You	link
""	41919627	21	other-empty	(I_Can't)_Forget_About_You	other
197898	7156876	13	The_Troggs	(I_Can't_Get_No)_Satisfaction	link
6205401	7156876	149	The_Last_Time_(The_Rolling_Stones_song)	(I_Can't_Get_No)_Satisfaction	link
39777989	7156876	12	The_Commitments_(musical)	(I_Can't_Get_No)_Satisfaction	link
2253433	7156876	11	The_Covers_Record	(I_Can't_Get_No)_Satisfaction	link
31056	7156876	297	The_Rolling_Stones	(I_Can't_Get_No)_Satisfaction	link
10923524	7156876	10	The_Spider_and_the_Fly_(song)	(I_Can't_Get_No)_Satisfaction	link
1348046	7156876	428	The_Rolling_Stones_discography	(I_Can't_Get_No)_Satisfaction	link
836015	7156876	10	Sympathy_for_the_Devil	(I_Can't_Get_No)_Satisfaction	link
169423	7156876	631	Satisfaction	(I_Can't_Get_No)_Satisfaction	link
5118050	7156876	14	National_Recording_Registry	(I_Can't_Get_No)_Satisfaction	link
23893931	7156876	10	Samantha_Fox_(album)	(I_Can't_Get_No)_Satisfaction	link
13348400	7156876	11	Satisfaction_(film)	(I_Can't_Get_No)_Satisfaction	link
20971625	7156876	80	Oops!..._I_Did_It_Again_(album)	(I_Can't_Get_No)_Satisfaction	link
2286114	7156876	16	Paint_It_Black	(I_Can't_Get_No)_Satisfaction	link
2030090	7156876	29	Signature_song	(I_Can't_Get_No)_Satisfaction	link
2653452	7156876	40	Hot_Rocks_1964–1971	(I_Can't_Get_No)_Satisfaction	link
34546539	7156876	10	List_of_Billboard_Hot_100_number-one_singles_from_1958_to_1969	(I_Can't_Get_No)_Satisfaction	link
36919869	7156876	31	GRRR!	(I_Can't_Get_No)_Satisfaction	link
3295696	7156876	22	Let's_Spend_the_Night_Together	(I_Can't_Get_No)_Satisfaction	link
40072096	7156876	11	Hyde_Park_Live	(I_Can't_Get_No)_Satisfaction	link
157487	7156876	69	Keith_Richards	(I_Can't_Get_No)_Satisfaction	link
7899056	7156876	38	Devo_discography	(I_Can't_Get_No)_Satisfaction	link
